scenario_name,controller_name,seed,sim_duration,average_vehicle_queue_length,max_vehicle_queue_length,average_vehicle_waiting_time,max_vehicle_waiting_time,average_ped_waiting_time,max_ped_waiting_time,switch_count,shield_hold_min_hold,shield_hold_small_gain,shield_override_starvation,shield_override_demand
intersection_bursty_ped,fixed_time,5,300.0,4.163,12,7.4,69.0,3.3,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,6,300.0,4.073,12,7.1,67.0,3.4,82.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,7,300.0,4.343,12,7.8,69.0,3.1,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,8,300.0,4.323,12,7.6,70.0,3.1,83.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,9,300.0,4.403,12,7.7,68.0,3.3,85.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,10,300.0,4.58,13,8.0,70.0,3.7,86.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,11,300.0,3.85,11,6.6,61.0,3.3,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,12,300.0,4.38,12,7.9,67.0,3.1,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,13,300.0,4.83,13,8.6,69.0,3.6,85.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,14,300.0,4.157,11,7.1,69.0,3.3,83.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,15,300.0,4.393,12,7.8,69.0,3.2,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,16,300.0,4.153,11,7.3,67.0,3.2,82.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,17,300.0,4.387,13,7.9,70.0,3.2,83.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,18,300.0,4.337,13,7.4,69.0,3.2,84.0,11,0,0,0,0
intersection_bursty_ped,fixed_time,19,300.0,4.59,13,8.0,68.0,3.3,82.0,11,0,0,0,0
intersection_bursty_ped,actuated,0,300.0,3.103,8,4.0,44.0,2.9,46.0,19,0,0,0,0
intersection_bursty_ped,actuated,1,300.0,3.06,8,4.0,42.0,3.0,51.0,19,0,0,0,0
intersection_bursty_ped,actuated,2,300.0,2.977,8,3.9,41.0,3.1,51.0,19,0,0,0,0
intersection_bursty_ped,actuated,3,300.0,3.087,8,4.0,41.0,2.9,52.0,19,0,0,0,0
intersection_bursty_ped,actuated,4,300.0,3.133,8,4.1,41.0,2.8,48.0,19,0,0,0,0
intersection_bursty_ped,actuated,5,300.0,3.057,8,4.0,42.0,2.8,49.0,19,0,0,0,0
intersection_bursty_ped,actuated,6,300.0,3.053,8,4.0,41.0,2.9,46.0,19,0,0,0,0
intersection_bursty_ped,actuated,7,300.0,3.013,8,4.0,43.0,2.9,50.0,19,0,0,0,0
intersection_bursty_ped,actuated,8,300.0,3.05,8,4.1,41.0,3.0,51.0,19,0,0,0,0
intersection_bursty_ped,actuated,9,300.0,3.177,9,4.1,42.0,3.1,49.0,19,0,0,0,0
intersection_bursty_ped,actuated,10,300.0,3.21,9,4.2,44.0,2.8,50.0,19,0,0,0,0
intersection_bursty_ped,actuated,11,300.0,3.06,8,4.1,43.0,2.9,48.0,19,0,0,0,0
intersection_bursty_ped,actuated,12,300.0,3.19,9,4.2,45.0,3.0,52.0,19,0,0,0,0
intersection_bursty_ped,actuated,13,300.0,3.203,9,4.2,44.0,3.2,51.0,19,0,0,0,0
intersection_bursty_ped,actuated,14,300.0,3.057,8,4.1,41.0,2.9,51.0,19,0,0,0,0
intersection_bursty_ped,actuated,15,300.0,3.117,8,4.1,41.0,3.0,50.0,19,0,0,0,0
intersection_bursty_ped,actuated,16,300.0,3.043,8,4.0,40.0,2.9,47.0,19,0,0,0,0
intersection_bursty_ped,actuated,17,300.0,3.237,9,4.3,44.0,3.0,52.0,19,0,0,0,0
intersection_bursty_ped,actuated,18,300.0,3.01,8,4.0,41.0,2.8,49.0,19,0,0,0,0
intersection_bursty_ped,actuated,19,300.0,2.993,8,3.9,40.0,3.0,52.0,19,0,0,0,0
intersection_bursty_ped,adaptive_only,0,300.0,3.003,8,3.8,45.0,2.6,84.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,1,300.0,2.783,8,3.5,46.0,2.1,75.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,2,300.0,2.66,9,3.1,42.0,2.2,68.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,3,300.0,2.983,8,3.8,43.0,2.0,49.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,4,300.0,2.927,8,3.7,44.0,2.2,72.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,5,300.0,2.947,7,3.7,42.0,2.3,63.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,6,300.0,2.827,8,3.5,43.0,2.2,62.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,7,300.0,2.82,7,3.5,43.0,2.2,74.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,8,300.0,2.867,8,3.6,46.0,2.1,71.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,9,300.0,2.793,8,3.5,46.0,2.0,72.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,10,300.0,3.21,8,4.6,52.0,1.9,68.0,19,0,0,0,0
intersection_bursty_ped,adaptive_only,11,300.0,3.213,8,4.5,52.0,1.7,64.0,19,0,0,0,0
intersection_bursty_ped,adaptive_only,12,300.0,2.823,7,3.6,42.0,1.9,49.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,13,300.0,3.01,8,3.8,43.0,2.2,67.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,14,300.0,2.903,8,3.7,47.0,1.8,63.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,15,300.0,2.967,8,3.7,42.0,2.1,51.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,16,300.0,2.783,7,3.5,42.0,2.2,51.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,17,300.0,2.743,7,3.5,44.0,2.0,71.0,18,0,0,0,0
intersection_bursty_ped,adaptive_only,18,300.0,3.05,9,4.0,45.0,2.4,50.0,19,0,0,0,0
intersection_bursty_ped,adaptive_only,19,300.0,2.867,8,3.6,44.0,2.2,62.0,18,0,0,0,0
intersection_bursty_ped,adaptive_shield,0,300.0,2.883,9,3.8,52.0,2.1,67.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,1,300.0,2.817,10,3.7,52.0,2.0,63.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,2,300.0,2.89,10,3.7,50.0,2.2,67.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,3,300.0,2.837,8,3.6,44.0,2.2,66.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,4,300.0,2.997,10,4.0,51.0,2.3,66.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,5,300.0,2.933,10,3.8,51.0,1.9,65.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,6,300.0,2.767,8,3.4,45.0,2.4,58.0,18,3,0,16,1
intersection_bursty_ped,adaptive_shield,7,300.0,2.813,10,3.6,51.0,2.1,69.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,8,300.0,2.713,8,3.5,44.0,2.3,65.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,9,300.0,2.707,9,3.5,50.0,2.1,68.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,10,300.0,2.667,9,3.4,51.0,2.2,68.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,11,300.0,2.77,10,3.5,52.0,2.1,67.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,12,300.0,2.83,10,3.7,50.0,1.9,67.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,13,300.0,2.817,10,3.6,50.0,2.1,74.0,18,1,0,16,1
intersection_bursty_ped,adaptive_shield,14,300.0,2.607,7,3.3,43.0,2.6,76.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,15,300.0,2.82,10,3.7,53.0,2.0,68.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,16,300.0,2.667,9,3.4,50.0,2.0,65.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,17,300.0,2.813,10,3.7,51.0,2.1,67.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,18,300.0,2.503,8,3.1,44.0,2.5,68.0,18,1,0,17,0
intersection_bursty_ped,adaptive_shield,19,300.0,2.81,10,3.6,47.0,2.1,66.0,18,1,0,17,0
