sim_time,controller_name,scenario_name,scenario_id,seed,current_phase_idx,current_phase_name,time_in_phase,candidate_phase_idx,candidate_phase_name,final_action,switch_event,entered_clearance,override_flag,override_reason,veh_queue_ns_obs,veh_queue_ew_obs,ped_wait_ew_obs,ped_wait_ns_obs,veh_demand_ns_obs,veh_demand_ew_obs,ped_demand_ew_obs,ped_demand_ns_obs,veh_queue_ns_true,veh_queue_ew_true,ped_wait_ew_true,ped_wait_ns_true,delay_active,false_ped_active,detector_failure_active,failure_mode,phantom_ped_count,dangerous_switch_attempt_flag,conflict_flag,vehicle_starvation_flag,ped_starvation_flag,unnecessary_switch_flag
16.0,adaptive_shield,intersection_balanced,,0,0,Vehicle_NS,15,2,Vehicle_EW,hold_by_shield,0,0,1,hold:min_hold (16s < 18s),0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,,0,1,0,0,0,0
29.0,adaptive_shield,intersection_balanced,,0,0,Vehicle_NS,28,2,Vehicle_EW,switch,1,1,0,,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,,0,0,0,0,0,0
